Fecha,Medio,Importe
18/08/2020,AM 790 RADIO MITRE," $ 480.000,00 "
18/08/2020,AM 790 RADIO MITRE," $ 377.200,00 "
18/08/2020,AM 1220  ECO MEDIOS," $ 43.200,00 "
18/08/2020,AM 950 CNN," $ 25.000,00 "
18/08/2020,AM 910 LA RED," $ 22.000,00 "
18/08/2020,AM 1420 CON VOS," $ 21.780,00 "
18/08/2020,AM 790 RADIO MITRE," $ 20.000,00 "
18/08/2020,AM 1420 CON VOS," $ 20.000,00 "
18/08/2020,FM 106.7 MILENIUM," $ 19.000,00 "
18/08/2020,FM 95.1 METRO," $ 18.000,00 "
18/08/2020,FM 101.1 LATINA," $ 17.200,00 "
18/08/2020,FM 95.1 METRO," $ 16.500,00 "
18/08/2020,AM 630 RIVADAVIA," $ 15.000,00 "
18/08/2020,AM 1420 CON VOS," $ 15.000,00 "
18/08/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
18/08/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
18/08/2020,AM 630 RIVADAVIA," $ 15.000,00 "
18/08/2020,AM 1220  ECO MEDIOS," $ 14.400,00 "
18/08/2020,FM 95.1 METRO," $ 13.068,00 "
18/08/2020,AM 1220  ECO MEDIOS," $ 12.960,00 "
18/08/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
18/08/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
18/08/2020,FM 95.5 CONCEPTO," $ 11.500,00 "
18/08/2020,FM 95.5 CONCEPTO," $ 11.500,00 "
18/08/2020,FM 107.1 Radio Pan y Trabajo," $ 10.562,75 "
18/08/2020,AM 1030 DEL PLATA," $ 10.000,00 "
18/08/2020,FM 106.7 MILENIUM," $ 10.000,00 "
18/08/2020,FM 106.7 MILENIUM," $ 10.000,00 "
18/08/2020,FM 106.7 MILENIUM," $ 10.000,00 "
19/08/2020,AM 630 RIVADAVIA," $ 106.200,00 "
19/08/2020,AM 910 LA RED," $ 55.000,00 "
19/08/2020,FM 93.1 LATE," $ 48.000,00 "
19/08/2020,AM 770 - COOPERATIVA -," $ 37.500,00 "
19/08/2020,AM 630 RIVADAVIA," $ 30.000,00 "
19/08/2020,AM 1220  ECO MEDIOS," $ 30.000,00 "
19/08/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
19/08/2020,AM 1220  ECO MEDIOS," $ 16.000,00 "
19/08/2020,AM 1220  ECO MEDIOS," $ 13.200,00 "
19/08/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
19/08/2020,AM 910 LA RED," $ 10.560,00 "
19/08/2020,AM 1030 DEL PLATA," $ 10.000,00 "
19/08/2020,AM 1220  ECO MEDIOS," $ 9.600,00 "
19/08/2020,AM 1220  ECO MEDIOS," $ 7.260,00 "
20/08/2020,FM 94.9 RADIO BUNKER," $ 48.400,00 "
20/08/2020,FM 91.3 SIMPHONY," $ 48.400,00 "
20/08/2020,AM 790 RADIO MITRE," $ 40.000,00 "
20/08/2020,AM 1540 Radio Lider," $ 22.000,00 "
20/08/2020,FM 106.7 MILENIUM," $ 15.000,00 "
20/08/2020,AM 1420 CON VOS," $ 15.000,00 "
21/08/2020,FM 95.9 ROCK AND POP," $ 545.793,19 "
21/08/2020,FM 95.1 METRO," $ 499.125,00 "
21/08/2020,FM 89.9 RADIO CON VOS," $ 455.202,00 "
21/08/2020,AM 630 RIVADAVIA," $ 323.433,00 "
21/08/2020,FM 92.1 VORTERIX," $ 313.817,86 "
21/08/2020,AM 790 RADIO MITRE," $ 304.920,00 "
21/08/2020,AM 990 LA 990," $ 209.632,50 "
21/08/2020,FM 99.9 LA 100," $ 203.280,00 "
21/08/2020,AM 950 CNN," $ 190.575,00 "
21/08/2020,AM 1030 DEL PLATA," $ 153.679,68 "
21/08/2020,AM 750," $ 135.907,20 "
21/08/2020,FM 94.3 RADIO DISNEY," $ 99.316,80 "
21/08/2020,FM 97.1 LIKE," $ 51.455,25 "
21/08/2020,AM 750," $ 25.000,00 "
23/08/2020,AM 590 CONTINENTAL," $ 517.093,50 "
23/08/2020,AM 910 LA RED," $ 500.940,00 "
23/08/2020,FM 102.3 ASPEN," $ 212.355,00 "
23/08/2020,FM 105.5 LOS 40 PRINCIPALES," $ 209.632,50 "
23/08/2020,FM 101.1 LATINA," $ 110.533,50 "
23/08/2020,FM 101.9 RADIO PERFIL," $ 83.700,54 "
23/08/2020,FM 102.1 LA PATRIADA," $ 45.302,40 "
24/08/2020,FM 107.9 RADIO BERLIN," $ 242.000,00 "
24/08/2020,AM 950 CNN," $ 183.100,00 "
24/08/2020,FM 107.9 RADIO BERLIN," $ 180.000,00 "
24/08/2020,AM 550 RADIO COLONIA," $ 121.992,00 "
24/08/2020,FM 95.9 ROCK AND POP," $ 110.000,00 "
24/08/2020,FM 95.9 ROCK AND POP," $ 65.000,00 "
24/08/2020,FM 95.5 CONCEPTO," $ 55.750,00 "
24/08/2020,FM 95.9 ROCK AND POP," $ 29.500,00 "
24/08/2020,FM 95.9 ROCK AND POP," $ 18.000,00 "
25/08/2020,AM 1030 DEL PLATA," $ 40.000,00 "
25/08/2020,FM 93.1 LATE," $ 35.000,00 "
25/08/2020,AM ECO PORTEÑA 1530 - FM ECO Bs.As. 88.9," $ 14.520,00 "
25/08/2020,AM 1010 - ONDA LATINA," $ 10.000,00 "
26/08/2020,AM 1450 EL SOL," $ 50.000,00 "
26/08/2020,FM 93.1 LATE," $ 50.000,00 "
26/08/2020,AM 950 CNN," $ 30.000,00 "
26/08/2020,AM 990 LA 990," $ 25.000,00 "
26/08/2020,FM 106.7 MILENIUM," $ 20.000,00 "
26/08/2020,FM 106.7 MILENIUM," $ 18.000,00 "
28/08/2020,FM 94.3 RADIO DISNEY," $ 1.514.515,86 "
28/08/2020,AM 790 RADIO MITRE," $ 1.151.920,00 "
28/08/2020,FM 97.9 CULTURA," $ 30.000,00 "
28/08/2020,FM 97.9 CULTURA," $ 27.000,00 "
28/08/2020,FM 97.9 CULTURA," $ 26.437,50 "
28/08/2020,FM 97.9 CULTURA," $ 25.000,00 "
28/08/2020,FM 97.9 CULTURA," $ 25.000,00 "
28/08/2020,FM 97.9 CULTURA," $ 23.000,00 "
28/08/2020,FM 97.9 CULTURA," $ 22.453,20 "
28/08/2020,FM 97.9 CULTURA," $ 22.275,00 "
28/08/2020,FM 97.9 CULTURA," $ 20.790,00 "
28/08/2020,FM 97.9 CULTURA," $ 19.000,00 "
28/08/2020,FM 97.9 CULTURA," $ 18.900,00 "
28/08/2020,FM 97.9 CULTURA," $ 18.900,00 "
28/08/2020,FM 97.9 CULTURA," $ 18.823,00 "
28/08/2020,AM 630 RIVADAVIA," $ 18.000,00 "
28/08/2020,AM 1030 DEL PLATA," $ 18.000,00 "
28/08/2020,AM 990 LA 990," $ 17.000,00 "
28/08/2020,FM 97.9 CULTURA," $ 16.000,00 "
28/08/2020,FM 97.9 CULTURA," $ 12.000,00 "
31/08/2020,FM 95.1 METRO," $ 885.447,75 "
31/08/2020,FM 95.9 ROCK AND POP," $ 818.689,78 "
31/08/2020,FM 89.9 RADIO CON VOS," $ 607.934,25 "
31/08/2020,AM 950 CNN," $ 499.125,00 "
31/08/2020,AM 630 RIVADAVIA," $ 485.149,50 "
31/08/2020,AM 790 RADIO MITRE," $ 406.560,00 "
31/08/2020,FM 92.1 VORTERIX," $ 313.817,86 "
31/08/2020,AM 710 RADIO DIEZ," $ 245.025,00 "
31/08/2020,FM 101.5 POP," $ 217.800,00 "
31/08/2020,FM 99.9 LA 100," $ 203.280,00 "
31/08/2020,FM 94.3 RADIO DISNEY," $ 198.110,88 "
31/08/2020,AM 990 LA 990," $ 104.816,25 "
31/08/2020,AM 750," $ 101.930,40 "
31/08/2020,AM 550 RADIO COLONIA," $ 99.825,00 "
31/08/2020,FM 101.1 LATINA," $ 20.000,00 "
31/08/2020,FM 93.1 LATE," $ 10.000,00 "
01/09/2020,AM 910 LA RED," $ 784.080,00 "
01/09/2020,AM 590 CONTINENTAL," $ 406.287,75 "
01/09/2020,FM 102.3 ASPEN," $ 382.239,00 "
01/09/2020,FM 101.1 LATINA," $ 189.486,00 "
01/09/2020,FM 100.7 BLUE," $ 148.104,00 "
01/09/2020,FM 101.9 RADIO PERFIL," $ 83.700,54 "
01/09/2020,FM 95.5 CONCEPTO," $ 24.000,00 "
01/09/2020,FM 106.7 MILENIUM," $ 23.000,00 "
01/09/2020,FM 97.9 CULTURA," $ 20.790,00 "
01/09/2020,FM 106.7 MILENIUM," $ 18.000,00 "
01/09/2020,FM 106.7 MILENIUM," $ 18.000,00 "
03/09/2020,FM 94.3 RADIO DISNEY," $ 413.820,00 "
04/09/2020,FM  96.3 RADIO JAI," $ 52.000,00 "
05/09/2020,FM 97.9 CULTURA," $ 87.609,60 "
05/09/2020,FM 97.9 CULTURA," $ 58.752,00 "
05/09/2020,AM 790 RADIO MITRE," $ 32.832,00 "
05/09/2020,FM 106.7 MILENIUM," $ 28.339,20 "
05/09/2020,FM 97.9 CULTURA," $ 23.232,00 "
06/09/2020,AM 790 RADIO MITRE," $ 23.500,80 "
06/09/2020,AM 790 RADIO MITRE," $ 21.780,00 "
06/09/2020,FM 97.9 CULTURA," $ 17.424,00 "
06/09/2020,FM 106.7 MILENIUM," $ 13.068,00 "
06/09/2020,FM 95.5 CONCEPTO," $ 12.000,00 "
07/09/2020,AM 550 RADIO COLONIA," $ 121.992,00 "
07/09/2020,AM 1220  ECO MEDIOS," $ 22.650,00 "
07/09/2020,FM 95.9 ROCK AND POP," $ 18.000,00 "
07/09/2020,AM 1220  ECO MEDIOS," $ 17.000,00 "
07/09/2020,FM 106.7 MILENIUM," $ 15.000,00 "
07/09/2020,AM 650 RADIO BELGRANO," $ 15.000,00 "
07/09/2020,FM 106.7 MILENIUM," $ 11.000,00 "
07/09/2020,AM 1220  ECO MEDIOS," $ 10.560,00 "
08/09/2020,FM 90.9 UB," $ 20.000,00 "
08/09/2020,FM 91.9 CLASS," $ 18.400,00 "
08/09/2020,AM 1420 CON VOS," $ 18.000,00 "
08/09/2020,AM 550 RADIO COLONIA," $ 18.000,00 "
08/09/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
08/09/2020,FM 91.3 SIMPHONY," $ 10.000,00 "
08/09/2020,FM 90.9 UB," $ 9.000,00 "
09/09/2020,FM 95.5 CONCEPTO," $ 50.000,00 "
09/09/2020,FM 97.9 CULTURA," $ 35.000,00 "
09/09/2020,AM 1420 CON VOS," $ 28.000,00 "
09/09/2020,FM 106.7 MILENIUM," $ 19.200,00 "
09/09/2020,AM 910 LA RED," $ 18.750,00 "
09/09/2020,FM 101.1 LATINA," $ 15.000,00 "
09/09/2020,FM 95.5 CONCEPTO," $ 13.500,00 "
09/09/2020,AM 1420 CON VOS," $ 12.000,00 "
09/09/2020,AM 1420 CON VOS," $ 12.000,00 "
10/09/2020,AM 950 CNN," $ 199.650,00 "
10/09/2020,AM 630 RIVADAVIA," $ 106.200,00 "
10/09/2020,AM 790 RADIO MITRE," $ 49.029,00 "
10/09/2020,FM 93.1 LATE," $ 48.000,00 "
10/09/2020,FM 106.7 MILENIUM," $ 28.000,00 "
10/09/2020,AM 1420 CON VOS," $ 25.000,00 "
10/09/2020,FM 106.7 MILENIUM," $ 24.880,32 "
10/09/2020,FM 106.7 MILENIUM," $ 20.217,60 "
10/09/2020,AM 1220  ECO MEDIOS," $ 14.400,00 "
10/09/2020,FM 91.3 SIMPHONY," $ 14.400,00 "
10/09/2020,FM 97.9 CULTURA," $ 13.068,00 "
10/09/2020,AM 1420 CON VOS," $ 10.000,00 "
10/09/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
10/09/2020,AM 1220  ECO MEDIOS," $ 8.800,00 "
11/09/2020,AM 630 RIVADAVIA," $ 36.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 33.696,00 "
11/09/2020,AM 630 RIVADAVIA," $ 33.333,33 "
11/09/2020,FM 106.7 MILENIUM," $ 27.200,00 "
11/09/2020,AM 990 LA 990," $ 25.000,00 "
11/09/2020,AM 630 RIVADAVIA," $ 24.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 23.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 22.809,60 "
11/09/2020,FM 106.7 MILENIUM," $ 21.600,00 "
11/09/2020,FM 106.7 MILENIUM," $ 21.333,33 "
11/09/2020,FM 106.7 MILENIUM," $ 20.736,00 "
11/09/2020,FM 106.7 MILENIUM," $ 20.266,66 "
11/09/2020,FM 106.7 MILENIUM," $ 20.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 20.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 20.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 20.000,00 "
11/09/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
11/09/2020,AM 910 LA RED," $ 20.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 19.800,00 "
11/09/2020,AM 790 RADIO MITRE," $ 19.800,00 "
11/09/2020,AM 630 RIVADAVIA," $ 19.008,00 "
11/09/2020,FM 106.7 MILENIUM," $ 19.000,00 "
11/09/2020,AM 630 RIVADAVIA," $ 18.666,66 "
11/09/2020,FM 106.7 MILENIUM," $ 18.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 18.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 18.000,00 "
11/09/2020,AM 1220  ECO MEDIOS," $ 18.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 17.424,00 "
11/09/2020,FM 106.7 MILENIUM," $ 16.727,00 "
11/09/2020,AM 630 RIVADAVIA," $ 15.206,40 "
11/09/2020,FM 106.7 MILENIUM," $ 15.200,00 "
11/09/2020,FM 106.7 MILENIUM," $ 14.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 14.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 14.000,00 "
11/09/2020,FM 106.7 MILENIUM," $ 13.200,00 "
11/09/2020,FM 106.7 MILENIUM," $ 12.600,00 "
11/09/2020,AM 1220  ECO MEDIOS," $ 11.800,00 "
11/09/2020,AM 1220  ECO MEDIOS," $ 11.000,00 "
11/09/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
11/09/2020,AM 1030 DEL PLATA," $ 10.000,00 "
11/09/2020,AM 1030 DEL PLATA," $ 10.000,00 "
11/09/2020,AM 770 - COOPERATIVA -," $ 9.000,00 "
12/09/2020,AM 1220  ECO MEDIOS," $ 25.000,00 "
14/09/2020,AM 910 LA RED," $ 55.000,00 "
14/09/2020,AM 630 RIVADAVIA," $ 15.000,00 "
14/09/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
14/09/2020,FM 92.3 LA RADIO AMA," $ 15.000,00 "
14/09/2020,AM 630 RIVADAVIA," $ 15.000,00 "
14/09/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
14/09/2020,FM 97.9 CULTURA," $ 10.800,00 "
15/09/2020,AM 1220  ECO MEDIOS," $ 25.000,00 "
15/09/2020,AM 950 CNN," $ 25.000,00 "
15/09/2020,AM 1420 CON VOS," $ 21.780,00 "
15/09/2020,AM 1420 CON VOS," $ 20.000,00 "
15/09/2020,AM 990 LA 990," $ 17.000,00 "
15/09/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
15/09/2020,AM 1420 CON VOS," $ 15.000,00 "
15/09/2020,AM 650 RADIO BELGRANO," $ 10.000,00 "
15/09/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
15/09/2020,AM 1220  ECO MEDIOS," $ 10.000,00 "
15/09/2020,AM 1220  ECO MEDIOS," $ 7.260,00 "
16/09/2020,AM 910 LA RED," $ 23.000,00 "
16/09/2020,AM 910 LA RED," $ 20.000,00 "
16/09/2020,AM 1030 DEL PLATA," $ 18.000,00 "
16/09/2020,AM 1470 CADENA," $ 15.000,00 "
16/09/2020,FM 106.7 MILENIUM," $ 12.000,00 "
16/09/2020,FM 106.7 MILENIUM," $ 12.000,00 "
16/09/2020,FM 106.7 MILENIUM," $ 11.520,00 "
16/09/2020,AM 910 LA RED," $ 10.560,00 "
16/09/2020,FM 106.7 MILENIUM," $ 10.000,00 "
17/09/2020,FM 106.7 MILENIUM," $ 30.000,00 "
17/09/2020,AM 630 RIVADAVIA," $ 30.000,00 "
17/09/2020,AM 550 RADIO COLONIA," $ 18.000,00 "
17/09/2020,FM 106.7 MILENIUM," $ 15.000,00 "
17/09/2020,FM 106.7 MILENIUM," $ 15.000,00 "
17/09/2020,AM 1220  ECO MEDIOS," $ 15.000,00 "
17/09/2020,FM 106.7 MILENIUM," $ 12.000,00 "
17/09/2020,FM 107.1 Radio Pan y Trabajo," $ 10.562,75 "
17/09/2020,AM 1010 - ONDA LATINA," $ 10.000,00 "
18/09/2020,FM 90.3 Radio Delta," $ 89.100,00 "
18/09/2020,FM 90.3 Radio Delta," $ 83.160,00 "
18/09/2020,FM 90.3 Radio Delta," $ 80.388,00 "
18/09/2020,FM 90.3 Radio Delta," $ 73.180,80 "
18/09/2020,AM 710 RADIO DIEZ," $ 69.300,00 "
18/09/2020,FM 90.3 Radio Delta," $ 50.077,44 "
18/09/2020,FM 90.3 Radio Delta," $ 40.803,84 "
18/09/2020,AM 950 CNN," $ 40.000,00 "
18/09/2020,FM 95.1 METRO," $ 40.000,00 "
18/09/2020,FM 90.3 Radio Delta," $ 39.916,80 "
18/09/2020,FM 93.1 LATE," $ 35.000,00 "
18/09/2020,FM 90.3 Radio Delta," $ 30.000,00 "
18/09/2020,AM 630 RIVADAVIA," $ 30.000,00 "
18/09/2020,FM 90.3 Radio Delta," $ 20.401,92 "
18/09/2020,FM 90.3 Radio Delta," $ 16.632,00 "
18/09/2020,FM 97.9 CULTURA," $ 12.000,00 "
18/09/2020,FM 97.9 CULTURA," $ 12.000,00 "
18/09/2020,FM 97.9 CULTURA," $ 12.000,00 "
18/09/2020,FM 97.9 CULTURA," $ 10.300,00 "
18/09/2020,FM 97.9 CULTURA," $ 10.000,00 "
20/09/2020,AM 1220  ECO MEDIOS," $ 30.000,00 "
20/09/2020,AM 1540 Radio Lider," $ 22.000,00 "
20/09/2020,AM 1220  ECO MEDIOS," $ 13.200,00 "
20/09/2020,AM 1220  ECO MEDIOS," $ 9.600,00 "
21/09/2020,FM 94.9 RADIO BUNKER," $ 48.400,00 "
21/09/2020,FM 91.3 SIMPHONY," $ 48.400,00 "
21/09/2020,AM 1220  ECO MEDIOS," $ 16.000,00 "
21/09/2020,FM 106.7 MILENIUM," $ 15.000,00 "
21/09/2020,AM 1420 CON VOS," $ 15.000,00 "
21/09/2020,AM 1220  ECO MEDIOS," $ 12.960,00 "
21/09/2020,AM 1010 - ONDA LATINA," $ 10.000,00 "
22/09/2020,AM 710 RADIO DIEZ," $ 61.000,00 "
22/09/2020,AM 1030 DEL PLATA," $ 40.000,00 "
22/09/2020,AM 790 RADIO MITRE," $ 40.000,00 "
22/09/2020,AM 950 CNN," $ 30.000,00 "
22/09/2020,FM 91.1 Amadeus," $ 18.000,00 "
22/09/2020,AM 1220  ECO MEDIOS," $ 14.400,00 "
22/09/2020,AM 1220  ECO MEDIOS," $ 12.000,00 "
22/09/2020,AM 1030 DEL PLATA," $ 10.000,00 "
24/09/2020,AM ECO PORTEÑA 1530 - FM ECO Bs.As. 88.9," $ 14.520,00 "
25/09/2020,AM 790 RADIO MITRE," $ 480.000,00 "
25/09/2020,AM 790 RADIO MITRE," $ 377.200,00 "
25/09/2020,FM 95.9 ROCK AND POP," $ 110.000,00 "
25/09/2020,AM 630 RIVADAVIA," $ 110.000,00 "
25/09/2020,AM 710 RADIO DIEZ," $ 98.067,06 "
25/09/2020,FM 101.5 POP," $ 79.208,01 "
25/09/2020,FM 98.3 MEGA," $ 79.208,01 "
25/09/2020,FM 95.9 ROCK AND POP," $ 65.000,00 "
25/09/2020,FM 97.5 VALE," $ 60.348,96 "
25/09/2020,FM 103.1 RADIO ONE," $ 60.348,96 "
25/09/2020,FM 95.5 CONCEPTO," $ 55.750,00 "
25/09/2020,AM 590 CONTINENTAL," $ 40.000,00 "
25/09/2020,FM 97.9 CULTURA," $ 33.057,00 "
25/09/2020,FM 97.9 CULTURA," $ 29.857,00 "
25/09/2020,FM 95.9 ROCK AND POP," $ 29.500,00 "
25/09/2020,FM 106.7 MILENIUM," $ 29.000,00 "
25/09/2020,FM 95.5 CONCEPTO," $ 29.000,00 "
25/09/2020,FM 97.9 CULTURA," $ 26.437,50 "
25/09/2020,FM 97.9 CULTURA," $ 25.000,00 "
25/09/2020,FM 97.9 CULTURA," $ 25.000,00 "
25/09/2020,FM 95.5 CONCEPTO," $ 24.000,00 "
25/09/2020,FM 95.5 CONCEPTO," $ 24.000,00 "
25/09/2020,FM 97.9 CULTURA," $ 23.890,00 "
25/09/2020,FM 97.9 CULTURA," $ 23.000,00 "
25/09/2020,FM 97.9 CULTURA," $ 22.453,20 "
25/09/2020,FM 97.9 CULTURA," $ 22.275,00 "
25/09/2020,AM 910 LA RED," $ 22.000,00 "
25/09/2020,FM 97.9 CULTURA," $ 20.900,00 "
25/09/2020,FM 97.9 CULTURA," $ 20.790,00 "
25/09/2020,AM 630 RIVADAVIA," $ 20.625,00 "
25/09/2020,FM 106.7 MILENIUM," $ 20.000,00 "
25/09/2020,FM 95.5 CONCEPTO," $ 20.000,00 "
25/09/2020,FM 95.5 CONCEPTO," $ 20.000,00 "
25/09/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
25/09/2020,AM 1220  ECO MEDIOS," $ 20.000,00 "
25/09/2020,AM 790 RADIO MITRE," $ 20.000,00 "
25/09/2020,FM 97.9 CULTURA," $ 19.000,00 "
25/09/2020,FM 97.9 CULTURA," $ 18.900,00 "
25/09/2020,FM 95.1 METRO," $ 18.000,00 "
25/09/2020,FM 101.1 LATINA," $ 17.200,00 "
25/09/2020,FM 95.1 METRO," $ 16.500,00 "
25/09/2020,FM 97.9 CULTURA," $ 16.000,00 "
25/09/2020,FM 95.1 METRO," $ 13.068,00 "
25/09/2020,FM 95.5 CONCEPTO," $ 11.500,00 "
25/09/2020,FM 95.5 CONCEPTO," $ 11.500,00 "
28/09/2020,FM 107.9 RADIO BERLIN," $ 242.000,00 "
28/09/2020,AM 950 CNN," $ 183.100,00 "
28/09/2020,FM 107.9 RADIO BERLIN," $ 180.000,00 "
28/09/2020,FM 97.1 LIKE," $ 51.455,25 "
28/09/2020,AM 1220  ECO MEDIOS," $ 43.200,00 "
28/09/2020,AM 770 - COOPERATIVA -," $ 37.500,00 "
28/09/2020,AM 750," $ 25.000,00 "
28/09/2020,AM 630 RIVADAVIA," $ 18.000,00 "
29/09/2020,AM 590 CONTINENTAL," $ 80.000,00 "
29/09/2020,FM 93.1 LATE," $ 50.000,00 "
29/09/2020,AM 1450 EL SOL," $ 50.000,00 "
29/09/2020,FM 95.5 CONCEPTO," $ 50.000,00 "
29/09/2020,FM 95.5 CONCEPTO," $ 13.500,00 "
30/09/2020,FM 101.1 LATINA," $ 20.000,00 "
30/09/2020,FM 93.1 LATE," $ 10.000,00 "
01/10/2020,FM 95.5 CONCEPTO," $ 24.000,00 "
01/10/2020,FM 97.9 CULTURA," $ 20.815,00 "
01/10/2020,FM 97.9 CULTURA," $ 20.790,00 "
05/10/2020,FM 95.1 METRO," $ 904.314,67 "
05/10/2020,AM 910 LA RED," $ 903.870,00 "
05/10/2020,FM 95.9 ROCK AND POP," $ 818.689,78 "
05/10/2020,AM 950 CNN," $ 809.762,25 "
05/10/2020,AM 630 RIVADAVIA," $ 606.436,88 "
05/10/2020,AM 710 RADIO DIEZ," $ 514.552,50 "
05/10/2020,FM 101.5 POP," $ 504.570,00 "
05/10/2020,FM 89.9 RADIO CON VOS," $ 498.126,75 "
05/10/2020,AM 790 RADIO MITRE," $ 498.036,00 "
05/10/2020,FM 102.3 ASPEN," $ 421.170,75 "
05/10/2020,FM 92.1 VORTERIX," $ 329.522,69 "
05/10/2020,FM 101.1 LATINA," $ 306.680,55 "
05/10/2020,AM 990 LA 990," $ 305.644,18 "
05/10/2020,AM 590 CONTINENTAL," $ 221.611,50 "
05/10/2020,FM 99.9 LA 100," $ 203.280,00 "
05/10/2020,FM 105.5 LOS 40 PRINCIPALES," $ 194.958,23 "
05/10/2020,FM 98.3 MEGA," $ 154.275,00 "
05/10/2020,AM 1030 DEL PLATA," $ 109.771,20 "
05/10/2020,FM 94.7 CLUB OCTUBRE," $ 108.900,00 "
05/10/2020,FM 97.5 VALE," $ 108.900,00 "
05/10/2020,AM 950 CNN," $ 102.093,75 "
05/10/2020,FM 100.7 BLUE," $ 101.821,50 "
05/10/2020,FM 94.3 RADIO DISNEY," $ 100.843,21 "
05/10/2020,AM 550 RADIO COLONIA," $ 99.825,00 "
05/10/2020,FM 101.9 RADIO PERFIL," $ 83.700,54 "
05/10/2020,FM 106.7 MILENIUM," $ 10.000,00 "
05/10/2020,FM 106.7 MILENIUM," $ 10.000,00 "
05/10/2020,FM 106.7 MILENIUM," $ 10.000,00 "
07/10/2020,FM 97.9 CULTURA," $ 87.609,60 "
07/10/2020,FM 97.9 CULTURA," $ 58.752,00 "
07/10/2020,AM 790 RADIO MITRE," $ 32.832,00 "
07/10/2020,FM 106.7 MILENIUM," $ 28.339,20 "
07/10/2020,FM 97.9 CULTURA," $ 23.232,00 "
07/10/2020,AM 1220  ECO MEDIOS," $ 22.650,00 "
07/10/2020,AM 1420 CON VOS," $ 18.000,00 "
08/10/2020,FM  96.3 RADIO JAI," $ 52.000,00 "
08/10/2020,AM 1420 CON VOS," $ 28.000,00 "
08/10/2020,AM 790 RADIO MITRE," $ 23.500,80 "
08/10/2020,AM 790 RADIO MITRE," $ 21.780,00 "
08/10/2020,FM 106.7 MILENIUM," $ 19.200,00 "
08/10/2020,FM 91.9 CLASS," $ 18.400,00 "
08/10/2020,FM 97.9 CULTURA," $ 17.424,00 "
08/10/2020,FM 106.7 MILENIUM," $ 15.000,00 "
08/10/2020,FM 106.7 MILENIUM," $ 13.068,00 "
08/10/2020,AM 1420 CON VOS," $ 12.000,00 "
08/10/2020,AM 1420 CON VOS," $ 12.000,00 "
08/10/2020,AM 1220  ECO MEDIOS," $ 11.800,00 "
08/10/2020,FM 106.7 MILENIUM," $ 11.000,00 "
08/10/2020,FM 97.9 CULTURA," $ 10.800,00 "
08/10/2020,AM 1220  ECO MEDIOS," $ 10.560,00 "
08/10/2020,AM 650 RADIO BELGRANO," $ 10.000,00 "
09/10/2020,AM 630 RIVADAVIA," $ 36.000,00 "
09/10/2020,FM 106.7 MILENIUM," $ 33.696,00 "
09/10/2020,AM 630 RIVADAVIA," $ 33.333,33 "
09/10/2020,FM 106.7 MILENIUM," $ 27.200,00 "
09/10/2020,AM 990 LA 990," $ 25.000,00 "
09/10/2020,AM 630 RIVADAVIA," $ 24.000,00 "
09/10/2020,FM 106.7 MILENIUM," $ 23.000,00 "
09/10/2020,FM 106.7 MILENIUM," $ 22.809,60 "
09/10/2020,FM 106.7 MILENIUM," $ 21.600,00 "
09/10/2020,FM 106.7 MILENIUM," $ 21.333,33 "
09/10/2020,FM 106.7 MILENIUM," $ 20.736,00 "
09/10/2020,FM 106.7 MILENIUM," $ 20.266,66 "
09/10/2020,FM 106.7 MILENIUM," $ 20.000,00 "
09/10/2020,FM 106.7 MILENIUM," $ 20.000,00 "
09/10/2020,FM 106.7 MILENIUM," $ 20.000,00 "
09/10/2020,FM 106.7 MILENIUM," $ 19.800,00 "
09/10/2020,AM 790 RADIO MITRE," $ 19.800,00 "
09/10/2020,AM 630 RIVADAVIA," $ 19.008,00 "
09/10/2020,AM 630 RIVADAVIA," $ 18.666,66 "
09/10/2020,FM 106.7 MILENIUM," $ 18.000,00 "
